source_vector,source_label,source_class,relationship_type,target_vector,target_label,target_class
"[0.039633773267269135, 0.038121867924928665, 0.04767676070332527, 0.04372720047831535, 0.013216540217399597, -0.0024963985197246075, -0.020687902346253395, 0.032687537372112274, -0.010822806507349014, -0.04804375022649765]",Bercak Coklat,['PenyakitPadi'],memilikiGejala,"[0.033894460648298264, -0.014245453290641308, -0.05131912603974342, 0.030178410932421684, -0.005532832350581884, -0.03150543197989464, -0.0349700003862381, 0.03855246305465698, -0.006740258540958166, -0.0383262038230896]",Daun terdapat bercak,['Gejala']
"[0.039633773267269135, 0.038121867924928665, 0.04767676070332527, 0.04372720047831535, 0.013216540217399597, -0.0024963985197246075, -0.020687902346253395, 0.032687537372112274, -0.010822806507349014, -0.04804375022649765]",Bercak Coklat,['PenyakitPadi'],memilikiGejala,"[0.03760027512907982, -0.013220337219536304, -0.006571773439645767, 0.0014840747462585568, 0.0169976893812418, -0.027693957090377808, 0.011616773903369904, 0.011729070916771889, 0.03305858373641968, -0.04263549670577049]",Daun rontok,['Gejala']
"[0.03959793969988823, 0.005939625669270754, -0.024204270914196968, -0.04336078464984894, -0.038699209690093994, -0.033336885273456573, 0.010718347504734993, 0.014697077684104443, 0.01638215221464634, -0.04971056431531906]",Busuk Pelepah,['PenyakitPadi'],memilikiGejala,"[0.038406506180763245, -0.039119902998209, -0.03924856334924698, -0.03903627395629883, -0.014897921122610569, 0.01621696911752224, 0.004976154770702124, 0.016514364629983902, 0.020947018638253212, -0.005132160149514675]",Pelepah membusuk,['Gejala']
"[0.03959793969988823, 0.005939625669270754, -0.024204270914196968, -0.04336078464984894, -0.038699209690093994, -0.033336885273456573, 0.010718347504734993, 0.014697077684104443, 0.01638215221464634, -0.04971056431531906]",Busuk Pelepah,['PenyakitPadi'],memilikiGejala,"[0.039624810218811035, -0.04492369294166565, 0.004706500563770533, 0.021955203264951706, -0.04976239800453186, -0.035206519067287445, 0.03716365993022919, 0.028189921751618385, -0.0040215663611888885, -0.048460450023412704]",Pelepah berubah warna,['Gejala']
"[0.03959793969988823, 0.005939625669270754, -0.024204270914196968, -0.04336078464984894, -0.038699209690093994, -0.033336885273456573, 0.010718347504734993, 0.014697077684104443, 0.01638215221464634, -0.04971056431531906]",Busuk Pelepah,['PenyakitPadi'],memilikiGejala,"[0.03823630139231682, -0.01698555052280426, 0.04431653395295143, 0.04729580134153366, -0.011497735977172852, -0.005275336559861898, 0.0041558402590453625, 0.031059693545103073, -0.049829427152872086, -0.013049531728029251]",Pelepah mengalami kerusakan,['Gejala']
"[0.03959793969988823, 0.005939625669270754, -0.024204270914196968, -0.04336078464984894, -0.038699209690093994, -0.033336885273456573, 0.010718347504734993, 0.014697077684104443, 0.01638215221464634, -0.04971056431531906]",Busuk Pelepah,['PenyakitPadi'],memilikiGejala,"[0.0394098162651062, -0.038017142564058304, -0.026579685509204865, -0.0005727048846893013, 0.038743097335100174, -0.02024943195283413, 0.025601159781217575, 0.02024717628955841, -0.040791817009449005, 0.04153865948319435]",Pelepah rapuh,['Gejala']
"[0.03954419121146202, 0.00766626326367259, 0.017974181100726128, 0.026007236912846565, -0.01657283678650856, -0.029597612097859383, -0.042172279208898544, -0.012288608588278294, -0.042810410261154175, 0.04778921231627464]",Busuk Akar,['PenyakitPadi'],memilikiGejala,"[0.03771673142910004, -0.03362805023789406, -0.04795841872692108, -0.015479976311326027, 0.03572387620806694, -0.0024623782373964787, -0.04045353829860687, -0.02980194240808487, 0.04464246705174446, -0.03721834719181061]",Tanaman menurun produktivitas,['Gejala']
"[0.03954419121146202, 0.00766626326367259, 0.017974181100726128, 0.026007236912846565, -0.01657283678650856, -0.029597612097859383, -0.042172279208898544, -0.012288608588278294, -0.042810410261154175, 0.04778921231627464]",Busuk Akar,['PenyakitPadi'],memilikiGejala,"[0.03637301176786423, 0.009537891484797001, 0.006502901203930378, 0.018720602616667747, -0.011116772890090942, -0.008980588987469673, 0.03728082776069641, -0.004444097634404898, -0.035171590745449066, 0.0002760907809715718]",Tanaman layu,['Gejala']
"[0.03954419121146202, 0.00766626326367259, 0.017974181100726128, 0.026007236912846565, -0.01657283678650856, -0.029597612097859383, -0.042172279208898544, -0.012288608588278294, -0.042810410261154175, 0.04778921231627464]",Busuk Akar,['PenyakitPadi'],memilikiGejala,"[0.0393919013440609, -0.004108262713998556, -0.0125202015042305, -0.04411669820547104, 0.012785223312675953, 0.014330323785543442, 0.04130428656935692, 0.011251947842538357, -0.027189336717128754, 0.040705252438783646]",Akar membusuk,['Gejala']
"[0.03954419121146202, 0.00766626326367259, 0.017974181100726128, 0.026007236912846565, -0.01657283678650856, -0.029597612097859383, -0.042172279208898544, -0.012288608588278294, -0.042810410261154175, 0.04778921231627464]",Busuk Akar,['PenyakitPadi'],memilikiGejala,"[0.03837067633867264, 0.02869785577058792, -0.011129597201943398, -0.026124257594347, 0.033186327666044235, -0.014623516239225864, 0.03638240322470665, -0.001476092147640884, 0.048151977360248566, -0.006798976566642523]",Tanaman tumbuh terhambat,['Gejala']
"[0.03954419121146202, 0.00766626326367259, 0.017974181100726128, 0.026007236912846565, -0.01657283678650856, -0.029597612097859383, -0.042172279208898544, -0.012288608588278294, -0.042810410261154175, 0.04778921231627464]",Busuk Akar,['PenyakitPadi'],memilikiGejala,"[0.03829900920391083, -0.035666629672050476, 0.04510834068059921, -0.00030022647115401924, 0.029354825615882874, 0.023695513606071472, -0.0008050971664488316, -0.03745700418949127, 0.002561895176768303, -0.010132605209946632]",Akar menghilang,['Gejala']
"[0.03952627256512642, 0.04157514497637749, 0.032033663243055344, -0.01753675378859043, -0.042530711740255356, 0.0049821436405181885, -0.0264691524207592, -0.021283835172653198, -0.029207931831479073, 0.046955808997154236]",Belalang Sawah,['HamaPadi'],menyebabkanPenyakit,"[0.03778839483857155, 0.03073642961680889, -0.004196358844637871, -0.041304007172584534, 0.0395553782582283, -0.0407814085483551, -0.0032660372089594603, 0.00617897417396307, -0.009767448529601097, -0.033884719014167786]",Hawar Daun Bakteri,['PenyakitPadi']
"[0.03952627256512642, 0.04157514497637749, 0.032033663243055344, -0.01753675378859043, -0.042530711740255356, 0.0049821436405181885, -0.0264691524207592, -0.021283835172653198, -0.029207931831479073, 0.046955808997154236]",Belalang Sawah,['HamaPadi'],menyebabkanPenyakit,"[0.034550994634628296, 0.011215672828257084, 0.029494015499949455, -0.0016381322639063, -0.006416430231183767, 0.01771283894777298, -0.02291489951312542, 0.0026117635425180197, 0.04002451151609421, -0.007915060967206955]",Virus Belang Kuning,['PenyakitPadi']
"[0.03952627256512642, 0.04157514497637749, 0.032033663243055344, -0.01753675378859043, -0.042530711740255356, 0.0049821436405181885, -0.0264691524207592, -0.021283835172653198, -0.029207931831479073, 0.046955808997154236]",Belalang Sawah,['HamaPadi'],memilikiGejala,"[0.03817359358072281, 0.0016955265309661627, 0.04352473095059395, -0.005108173005282879, 0.047649700194597244, -0.034246187657117844, 0.009116776287555695, -0.0004236074164509773, -0.002220751019194722, -0.01596645824611187]",Daun mengering,['Gejala']
"[0.03952627256512642, 0.04157514497637749, 0.032033663243055344, -0.01753675378859043, -0.042530711740255356, 0.0049821436405181885, -0.0264691524207592, -0.021283835172653198, -0.029207931831479073, 0.046955808997154236]",Belalang Sawah,['HamaPadi'],memilikiGejala,"[0.03735840320587158, 0.04454953223466873, 0.03323126584291458, 0.013640177436172962, 0.01656637154519558, -0.010867233388125896, -0.02639104053378105, -0.00970651488751173, 0.01669205352663994, 0.046113502234220505]",Daun menguning,['Gejala']
"[0.03952627256512642, 0.04157514497637749, 0.032033663243055344, -0.01753675378859043, -0.042530711740255356, 0.0049821436405181885, -0.0264691524207592, -0.021283835172653198, -0.029207931831479073, 0.046955808997154236]",Belalang Sawah,['HamaPadi'],menyebabkanPenyakit,"[0.036340225487947464, -0.033497411757707596, -0.012079979293048382, -0.03188999369740486, -0.04859909415245056, 0.029816895723342896, 0.04524708539247513, 0.036283768713474274, 0.044956024736166, -0.013253149576485157]",Tungro,['PenyakitPadi']
"[0.039185862988233566, -0.014156152494251728, -0.0008361329091712832, -0.04487260803580284, -0.03573034331202507, -0.03800246864557266, -0.028109779581427574, 0.007806817069649696, 0.029239173978567123, 0.031121065840125084]",Bakteri Garis Daun,['PenyakitPadi'],memilikiGejala,"[0.038415465503931046, 0.043925657868385315, 0.0037216905038803816, -0.01726427674293518, 0.04808101803064346, 0.04892709106206894, 0.04712459072470665, 0.02101198025047779, 0.014145780354738235, -0.00471545709297061]",Batang mengalami kerusakan,['Gejala']
"[0.039185862988233566, -0.014156152494251728, -0.0008361329091712832, -0.04487260803580284, -0.03573034331202507, -0.03800246864557266, -0.028109779581427574, 0.007806817069649696, 0.029239173978567123, 0.031121065840125084]",Bakteri Garis Daun,['PenyakitPadi'],memilikiGejala,"[0.033894460648298264, -0.014245453290641308, -0.05131912603974342, 0.030178410932421684, -0.005532832350581884, -0.03150543197989464, -0.0349700003862381, 0.03855246305465698, -0.006740258540958166, -0.0383262038230896]",Daun terdapat bercak,['Gejala']
"[0.039185862988233566, -0.014156152494251728, -0.0008361329091712832, -0.04487260803580284, -0.03573034331202507, -0.03800246864557266, -0.028109779581427574, 0.007806817069649696, 0.029239173978567123, 0.031121065840125084]",Bakteri Garis Daun,['PenyakitPadi'],memilikiGejala,"[0.037833187729120255, 0.045964233577251434, 0.010654931887984276, -0.032444026321172714, -0.04554993286728859, 0.022769199684262276, 0.007476150989532471, 0.028667045757174492, -0.04377364367246628, -0.03180119767785072]",Daun terdapat garis,['Gejala']
"[0.039185862988233566, -0.014156152494251728, -0.0008361329091712832, -0.04487260803580284, -0.03573034331202507, -0.03800246864557266, -0.028109779581427574, 0.007806817069649696, 0.029239173978567123, 0.031121065840125084]",Bakteri Garis Daun,['PenyakitPadi'],memilikiGejala,"[0.03735840320587158, 0.04454953223466873, 0.03323126584291458, 0.013640177436172962, 0.01656637154519558, -0.010867233388125896, -0.02639104053378105, -0.00970651488751173, 0.01669205352663994, 0.046113502234220505]",Daun menguning,['Gejala']
"[0.039185862988233566, -0.014156152494251728, -0.0008361329091712832, -0.04487260803580284, -0.03573034331202507, -0.03800246864557266, -0.028109779581427574, 0.007806817069649696, 0.029239173978567123, 0.031121065840125084]",Bakteri Garis Daun,['PenyakitPadi'],memilikiGejala,"[0.0381019301712513, 0.03733104467391968, -0.00023733274429105222, 0.020715856924653053, 0.04381819814443588, 0.004072840791195631, -0.0280707236379385, -0.03640452399849892, -0.047810833901166916, -0.01930008828639984]",Malai mengalami kerusakan,['Gejala']
"[0.039185862988233566, -0.014156152494251728, -0.0008361329091712832, -0.04487260803580284, -0.03573034331202507, -0.03800246864557266, -0.028109779581427574, 0.007806817069649696, 0.029239173978567123, 0.031121065840125084]",Bakteri Garis Daun,['PenyakitPadi'],memilikiGejala,"[0.03817359358072281, 0.0016955265309661627, 0.04352473095059395, -0.005108173005282879, 0.047649700194597244, -0.034246187657117844, 0.009116776287555695, -0.0004236074164509773, -0.002220751019194722, -0.01596645824611187]",Daun mengering,['Gejala']
"[0.03919482231140137, -0.031110592186450958, 0.0421341247856617, -0.023100612685084343, 0.027248594909906387, -0.005292346701025963, 0.014038659632205963, 0.012304432690143585, 0.022437933832406998, 0.03153776749968529]",Penggerek Batang Kuning,['HamaPadi'],memilikiGejala,"[0.03946356475353241, -0.039743781089782715, 0.03124186024069786, 0.030059274286031723, 0.01661672443151474, -0.02398870512843132, -0.021508214995265007, 0.04723286256194115, 0.01840074546635151, 0.04403888061642647]",Batang berlubang,['Gejala']
"[0.03919482231140137, -0.031110592186450958, 0.0421341247856617, -0.023100612685084343, 0.027248594909906387, -0.005292346701025963, 0.014038659632205963, 0.012304432690143585, 0.022437933832406998, 0.03153776749968529]",Penggerek Batang Kuning,['HamaPadi'],memilikiGejala,"[0.038415465503931046, 0.043925657868385315, 0.0037216905038803816, -0.01726427674293518, 0.04808101803064346, 0.04892709106206894, 0.04712459072470665, 0.02101198025047779, 0.014145780354738235, -0.00471545709297061]",Batang mengalami kerusakan,['Gejala']
"[0.03919482231140137, -0.031110592186450958, 0.0421341247856617, -0.023100612685084343, 0.027248594909906387, -0.005292346701025963, 0.014038659632205963, 0.012304432690143585, 0.022437933832406998, 0.03153776749968529]",Penggerek Batang Kuning,['HamaPadi'],memilikiGejala,"[0.038021307438611984, -0.010079000145196915, 0.013030346482992172, 0.024767892435193062, -0.022992240265011787, 0.00968174822628498, -0.007406661752611399, 0.0231169480830431, 0.013400320895016193, -0.023050421848893166]",Malai terdapat bercak,['Gejala']
"[0.03919482231140137, -0.031110592186450958, 0.0421341247856617, -0.023100612685084343, 0.027248594909906387, -0.005292346701025963, 0.014038659632205963, 0.012304432690143585, 0.022437933832406998, 0.03153776749968529]",Penggerek Batang Kuning,['HamaPadi'],memilikiGejala,"[0.033894460648298264, -0.014245453290641308, -0.05131912603974342, 0.030178410932421684, -0.005532832350581884, -0.03150543197989464, -0.0349700003862381, 0.03855246305465698, -0.006740258540958166, -0.0383262038230896]",Daun terdapat bercak,['Gejala']
"[0.03914107382297516, -0.029383953660726547, -0.015687422826886177, 0.04626741260290146, 0.04937496781349182, -0.0015530753880739212, -0.03885196894407272, -0.0146812554448843, -0.03675462678074837, 0.02903754636645317]",Rayap,['HamaPadi'],memilikiGejala,"[0.03758235648274422, 0.02068854123353958, 0.007487712427973747, -0.042059917002916336, -0.008960186503827572, 0.006885800510644913, 0.027319898828864098, 0.002733843866735697, 0.04666106402873993, -0.0434689037501812]",Batang rapuh,['Gejala']
"[0.03914107382297516, -0.029383953660726547, -0.015687422826886177, 0.04626741260290146, 0.04937496781349182, -0.0015530753880739212, -0.03885196894407272, -0.0146812554448843, -0.03675462678074837, 0.02903754636645317]",Rayap,['HamaPadi'],memilikiGejala,"[0.03786005824804306, -0.004899086430668831, 0.03956570476293564, 0.03287196159362793, 0.043386880308389664, 0.020899564027786255, 0.033921461552381516, 0.04215988889336586, 0.035822633653879166, -0.030551088973879814]",Akar berlubang,['Gejala']
"[0.03915898874402046, 0.03670716658234596, -0.029746906831860542, -0.01018859725445509, -0.024667156860232353, -0.03613283112645149, 0.04544490948319435, -0.005686026532202959, 0.0496428944170475, 0.029870953410863876]",Hawar Pelepah,['PenyakitPadi'],memilikiGejala,"[0.03823630139231682, -0.01698555052280426, 0.04431653395295143, 0.04729580134153366, -0.011497735977172852, -0.005275336559861898, 0.0041558402590453625, 0.031059693545103073, -0.049829427152872086, -0.013049531728029251]",Pelepah mengalami kerusakan,['Gejala']
